id,family,subfamily,file,line,symbol_or_selector,property_or_usage,raw_value,current_token_or_formula,classification,closure_state,recommended_action,proof_needed,notes
GVT-0063,motion-animation-gradient-speed,java-usage,src/main/java/qupath/ext/astra/RuntimeInstaller.java,925,,motion/duration,30,connection.setReadTimeout((int) Duration.ofSeconds(30).toMillis());,tokenized-pass-6,closed-proven,"Keep production motion, timeout, shimmer, and gradient texture policy routed through LauncherMotionTokens.",LauncherMotionTokens source guard plus gradient motion/seam preview diagnostics.,"Motion pass 6 routed production timing, shimmer, texture, seam, dither, and runtime timeout policy through LauncherMotionTokens."
GVT-0064,motion-animation-gradient-speed,java-usage,src/main/java/qupath/ext/astra/RuntimeInstaller.java,1057,,motion/duration,2,"CommandResult result = runCommand(command, null, Duration.ofMinutes(2), progress, logFile);",tokenized-pass-6,closed-proven,"Keep production motion, timeout, shimmer, and gradient texture policy routed through LauncherMotionTokens.",LauncherMotionTokens source guard plus gradient motion/seam preview diagnostics.,"Motion pass 6 routed production timing, shimmer, texture, seam, dither, and runtime timeout policy through LauncherMotionTokens."
GVT-0065,motion-animation-gradient-speed,java-usage,src/main/java/qupath/ext/astra/RuntimeInstaller.java,1191,,motion/duration,2,"terminateProcessForCancellation(process, Duration.ofSeconds(2));",tokenized-pass-6,closed-proven,"Keep production motion, timeout, shimmer, and gradient texture policy routed through LauncherMotionTokens.",LauncherMotionTokens source guard plus gradient motion/seam preview diagnostics.,"Motion pass 6 routed production timing, shimmer, texture, seam, dither, and runtime timeout policy through LauncherMotionTokens."
GVT-0066,motion-animation-gradient-speed,java-usage,src/main/java/qupath/ext/astra/RuntimeInstaller.java,1194,,motion/duration,2,reader.join(Duration.ofSeconds(2).toMillis());,tokenized-pass-6,closed-proven,"Keep production motion, timeout, shimmer, and gradient texture policy routed through LauncherMotionTokens.",LauncherMotionTokens source guard plus gradient motion/seam preview diagnostics.,"Motion pass 6 routed production timing, shimmer, texture, seam, dither, and runtime timeout policy through LauncherMotionTokens."
GVT-0067,motion-animation-gradient-speed,java-usage,src/main/java/qupath/ext/astra/RuntimeInstaller.java,1446,,motion/duration,1.0,"this.elapsedTimeline = new Timeline(new KeyFrame(javafx.util.Duration.seconds(1.0), event -> refreshElapsed()));",tokenized-pass-6,closed-proven,"Keep production motion, timeout, shimmer, and gradient texture policy routed through LauncherMotionTokens.",LauncherMotionTokens source guard plus gradient motion/seam preview diagnostics.,"Motion pass 6 routed production timing, shimmer, texture, seam, dither, and runtime timeout policy through LauncherMotionTokens."
GVT-0068,typography-text-ink,java-usage,src/main/java/qupath/ext/astra/RuntimeInstaller.java,1459,,java-visual-literal,0s,"Label elapsed = GuiText.label(GuiText.Role.DIALOG_TEXT, ""Elapsed 0s"");",tokenized-pass-4,closed-proven,Keep runtime elapsed display routed through RuntimeInstaller.formatElapsedSeconds and named elapsed tokens.,Runtime installer text-contract sweep plus source guard for named elapsed formatter.,Typography pass 4 removed the hard-coded initial 0s text from runtime installer labels.
GVT-0069,motion-animation-gradient-speed,java-usage,src/main/java/qupath/ext/astra/RuntimeInstaller.java,1533,,motion/duration,2,"terminateProcessForCancellation(process, Duration.ofSeconds(2));",tokenized-pass-6,closed-proven,"Keep production motion, timeout, shimmer, and gradient texture policy routed through LauncherMotionTokens.",LauncherMotionTokens source guard plus gradient motion/seam preview diagnostics.,"Motion pass 6 routed production timing, shimmer, texture, seam, dither, and runtime timeout policy through LauncherMotionTokens."
GVT-0070,motion-animation-gradient-speed,java-usage,src/main/java/qupath/ext/astra/RuntimeInstaller.java,1561,,motion/duration,2,"if (terminateProcessForCancellation(process, Duration.ofSeconds(2))) {",tokenized-pass-6,closed-proven,"Keep production motion, timeout, shimmer, and gradient texture policy routed through LauncherMotionTokens.",LauncherMotionTokens source guard plus gradient motion/seam preview diagnostics.,"Motion pass 6 routed production timing, shimmer, texture, seam, dither, and runtime timeout policy through LauncherMotionTokens."
GVT-0071,typography-text-ink,java-usage,src/main/java/qupath/ext/astra/RuntimeInstaller.java,1621,,java-visual-literal,0s,"Label elapsed = GuiText.label(GuiText.Role.DIALOG_TEXT, ""Elapsed 0s"");",tokenized-pass-4,closed-proven,Keep runtime elapsed display routed through RuntimeInstaller.formatElapsedSeconds and named elapsed tokens.,Runtime installer text-contract sweep plus source guard for named elapsed formatter.,Typography pass 4 removed the hard-coded initial 0s text from runtime installer labels.
GVT-0072,motion-animation-gradient-speed,java-constant,src/main/java/qupath/ext/astra/AnimatedGradientSurface.java,32,TEXTURE_SCALE,java-visual-literal,3.0d,private static final double TEXTURE_SCALE = 3.0d;,tokenized-pass-6,closed-proven,"Keep production motion, timeout, shimmer, and gradient texture policy routed through LauncherMotionTokens.",LauncherMotionTokens source guard plus gradient motion/seam preview diagnostics.,"Motion pass 6 routed production timing, shimmer, texture, seam, dither, and runtime timeout policy through LauncherMotionTokens."
GVT-0073,motion-animation-gradient-speed,java-constant,src/main/java/qupath/ext/astra/AnimatedGradientSurface.java,34,SEAM_OVERLAP_LOGICAL_LENGTH,java-visual-literal,1.0d,private static final double SEAM_OVERLAP_LOGICAL_LENGTH = 1.0d / TEXTURE_SCALE;,tokenized-pass-6,closed-proven,"Keep production motion, timeout, shimmer, and gradient texture policy routed through LauncherMotionTokens.",LauncherMotionTokens source guard plus gradient motion/seam preview diagnostics.,"Motion pass 6 routed production timing, shimmer, texture, seam, dither, and runtime timeout policy through LauncherMotionTokens."
GVT-0074,motion-animation-gradient-speed,java-constant,src/main/java/qupath/ext/astra/AnimatedGradientSurface.java,35,TEXTURE_MAX_PIXEL_HEIGHT,java-visual-literal,128,private static final int TEXTURE_MAX_PIXEL_HEIGHT = 128;,tokenized-pass-6,closed-proven,"Keep production motion, timeout, shimmer, and gradient texture policy routed through LauncherMotionTokens.",LauncherMotionTokens source guard plus gradient motion/seam preview diagnostics.,"Motion pass 6 routed production timing, shimmer, texture, seam, dither, and runtime timeout policy through LauncherMotionTokens."
GVT-0075,fades-overlays-masks,java-constant,src/main/java/qupath/ext/astra/AnimatedGradientSurface.java,37,OVERLAY_ALPHA,java-visual-literal,0.18d,private static final double OVERLAY_ALPHA = 0.18d;,tokenized-pass-6,closed-proven,Keep production fade and overlay values routed through LauncherMotionTokens or LauncherGeometryTokens.,Fade/overlay preview diagnostics plus source guards.,Motion pass 6 closed adjacent fade/overlay literals used by the animated gradient and run-log fade surfaces.
GVT-0076,colors-theme-semantic-roles,java-constant,src/main/java/qupath/ext/astra/AnimatedGradientSurface.java,38,OVERLAY_COLOR,color,"6 23 32 rgb(6, 23, 32)","private static final Color OVERLAY_COLOR = Color.rgb(6, 23, 32);",tokenized-pass-5,closed-proven,Keep production Java theme values routed through LauncherThemeTokens.,PipelineLauncherTest theme-token source guards plus targeted state screenshots,Theme/state pass 5 moved this production color or opacity value behind LauncherThemeTokens; dynamic channel RGB remains a documented data-driven exception.
GVT-0077,colors-theme-semantic-roles,java-usage,src/main/java/qupath/ext/astra/AnimatedGradientSurface.java,42,,color,0.00d 071d 9 #071d29,"new Stop(0.00d, Color.web(""#071d29"")),",tokenized-pass-5,closed-proven,Keep production Java theme values routed through LauncherThemeTokens.,PipelineLauncherTest theme-token source guards plus targeted state screenshots,Theme/state pass 5 moved this production color or opacity value behind LauncherThemeTokens; dynamic channel RGB remains a documented data-driven exception.
GVT-0078,colors-theme-semantic-roles,java-usage,src/main/java/qupath/ext/astra/AnimatedGradientSurface.java,43,,color,0.08d 092937 #092937,"new Stop(0.08d, Color.web(""#092937"")),",tokenized-pass-5,closed-proven,Keep production Java theme values routed through LauncherThemeTokens.,PipelineLauncherTest theme-token source guards plus targeted state screenshots,Theme/state pass 5 moved this production color or opacity value behind LauncherThemeTokens; dynamic channel RGB remains a documented data-driven exception.
GVT-0079,colors-theme-semantic-roles,java-usage,src/main/java/qupath/ext/astra/AnimatedGradientSurface.java,44,,color,0.16d 8 #0b3c48,"new Stop(0.16d, Color.web(""#0b3c48"")),",tokenized-pass-5,closed-proven,Keep production Java theme values routed through LauncherThemeTokens.,PipelineLauncherTest theme-token source guards plus targeted state screenshots,Theme/state pass 5 moved this production color or opacity value behind LauncherThemeTokens; dynamic channel RGB remains a documented data-driven exception.
GVT-0080,colors-theme-semantic-roles,java-usage,src/main/java/qupath/ext/astra/AnimatedGradientSurface.java,45,,color,0.24d 07 #075a5a,"new Stop(0.24d, Color.web(""#075a5a"")),",tokenized-pass-5,closed-proven,Keep production Java theme values routed through LauncherThemeTokens.,PipelineLauncherTest theme-token source guards plus targeted state screenshots,Theme/state pass 5 moved this production color or opacity value behind LauncherThemeTokens; dynamic channel RGB remains a documented data-driven exception.
GVT-0081,colors-theme-semantic-roles,java-usage,src/main/java/qupath/ext/astra/AnimatedGradientSurface.java,46,,color,0.32d 08786d #08786d,"new Stop(0.32d, Color.web(""#08786d"")),",tokenized-pass-5,closed-proven,Keep production Java theme values routed through LauncherThemeTokens.,PipelineLauncherTest theme-token source guards plus targeted state screenshots,Theme/state pass 5 moved this production color or opacity value behind LauncherThemeTokens; dynamic channel RGB remains a documented data-driven exception.
GVT-0082,colors-theme-semantic-roles,java-usage,src/main/java/qupath/ext/astra/AnimatedGradientSurface.java,47,,color,0.42d 1f 8 #1f8a78,"new Stop(0.42d, Color.web(""#1f8a78"")),",tokenized-pass-5,closed-proven,Keep production Java theme values routed through LauncherThemeTokens.,PipelineLauncherTest theme-token source guards plus targeted state screenshots,Theme/state pass 5 moved this production color or opacity value behind LauncherThemeTokens; dynamic channel RGB remains a documented data-driven exception.
GVT-0083,colors-theme-semantic-roles,java-usage,src/main/java/qupath/ext/astra/AnimatedGradientSurface.java,48,,color,0.52d 466f 8 #466f78,"new Stop(0.52d, Color.web(""#466f78"")),",tokenized-pass-5,closed-proven,Keep production Java theme values routed through LauncherThemeTokens.,PipelineLauncherTest theme-token source guards plus targeted state screenshots,Theme/state pass 5 moved this production color or opacity value behind LauncherThemeTokens; dynamic channel RGB remains a documented data-driven exception.
GVT-0084,colors-theme-semantic-roles,java-usage,src/main/java/qupath/ext/astra/AnimatedGradientSurface.java,49,,color,0.62d 21 3 #215b73,"new Stop(0.62d, Color.web(""#215b73"")),",tokenized-pass-5,closed-proven,Keep production Java theme values routed through LauncherThemeTokens.,PipelineLauncherTest theme-token source guards plus targeted state screenshots,Theme/state pass 5 moved this production color or opacity value behind LauncherThemeTokens; dynamic channel RGB remains a documented data-driven exception.
GVT-0085,colors-theme-semantic-roles,java-usage,src/main/java/qupath/ext/astra/AnimatedGradientSurface.java,50,,color,0.72d 13 2 #134b62,"new Stop(0.72d, Color.web(""#134b62"")),",tokenized-pass-5,closed-proven,Keep production Java theme values routed through LauncherThemeTokens.,PipelineLauncherTest theme-token source guards plus targeted state screenshots,Theme/state pass 5 moved this production color or opacity value behind LauncherThemeTokens; dynamic channel RGB remains a documented data-driven exception.
GVT-0086,colors-theme-semantic-roles,java-usage,src/main/java/qupath/ext/astra/AnimatedGradientSurface.java,51,,color,0.82d 0d 548 #0d3548,"new Stop(0.82d, Color.web(""#0d3548"")),",tokenized-pass-5,closed-proven,Keep production Java theme values routed through LauncherThemeTokens.,PipelineLauncherTest theme-token source guards plus targeted state screenshots,Theme/state pass 5 moved this production color or opacity value behind LauncherThemeTokens; dynamic channel RGB remains a documented data-driven exception.
GVT-0087,colors-theme-semantic-roles,java-usage,src/main/java/qupath/ext/astra/AnimatedGradientSurface.java,52,,color,0.92d 092937 #092937,"new Stop(0.92d, Color.web(""#092937"")),",tokenized-pass-5,closed-proven,Keep production Java theme values routed through LauncherThemeTokens.,PipelineLauncherTest theme-token source guards plus targeted state screenshots,Theme/state pass 5 moved this production color or opacity value behind LauncherThemeTokens; dynamic channel RGB remains a documented data-driven exception.
GVT-0088,colors-theme-semantic-roles,java-usage,src/main/java/qupath/ext/astra/AnimatedGradientSurface.java,53,,color,1.00d 071d 9 #071d29,"new Stop(1.00d, Color.web(""#071d29""))",tokenized-pass-5,closed-proven,Keep production Java theme values routed through LauncherThemeTokens.,PipelineLauncherTest theme-token source guards plus targeted state screenshots,Theme/state pass 5 moved this production color or opacity value behind LauncherThemeTokens; dynamic channel RGB remains a documented data-driven exception.
GVT-0089,motion-animation-gradient-speed,java-usage,src/main/java/qupath/ext/astra/AnimatedGradientSurface.java,227,,java-visual-literal,2,"int pixelWidth = Math.max(2, (int) Math.ceil(logicalWidth * TEXTURE_SCALE));",tokenized-pass-6,closed-proven,"Keep production motion, timeout, shimmer, and gradient texture policy routed through LauncherMotionTokens.",LauncherMotionTokens source guard plus gradient motion/seam preview diagnostics.,"Motion pass 6 routed production timing, shimmer, texture, seam, dither, and runtime timeout policy through LauncherMotionTokens."
GVT-0090,motion-animation-gradient-speed,java-usage,src/main/java/qupath/ext/astra/AnimatedGradientSurface.java,228,,java-visual-literal,2,"int pixelHeight = Math.max(2, Math.min(TEXTURE_MAX_PIXEL_HEIGHT,",tokenized-pass-6,closed-proven,"Keep production motion, timeout, shimmer, and gradient texture policy routed through LauncherMotionTokens.",LauncherMotionTokens source guard plus gradient motion/seam preview diagnostics.,"Motion pass 6 routed production timing, shimmer, texture, seam, dither, and runtime timeout policy through LauncherMotionTokens."
